nct_id,sponsor or collaborator,start_date
NCT04235101,Byondis B.V.,"June 22, 2020"
NCT04234672,Takeda,"February 17, 2020"
NCT04234607,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd.",January 2020
NCT04234594,"Qilu Pharmaceutical Co., Ltd.","October 28, 2019"
NCT04234464,Bond Avillion 2 Development LP,"January 15, 2020"
NCT04234204,"Astellas Pharma China, Inc.","March 17, 2020"
NCT04234204,Astellas Pharma Inc,"March 17, 2020"
NCT04234113,Sotio a.s.,"June 13, 2019"
NCT04234048,"SciTech Development, LLC",July 2020
NCT04234048,Rush University Medical Center,July 2020
NCT04233918,Regeneron Pharmaceuticals,"June 29, 2020"
NCT04233879,Merck Sharp & Dohme Corp.,"February 28, 2020"
NCT04233801,Boehringer Ingelheim,"April 15, 2020"
NCT04233502,Neurim Pharmaceuticals Ltd.,September 2020
NCT04233437,Moleac Pte Ltd.,"February 10, 2020"
NCT04233437,Moleac Australia Pty Ltd,"February 10, 2020"
NCT04233424,PolyPid Ltd.,"June 24, 2020"
NCT04233346,Otsuka Beijing Research Institute,"July 9, 2020"
NCT04233216,Merck Sharp & Dohme Corp.,"March 18, 2020"
NCT04233190,Eurofarma Laboratorios S.A.,"January 30, 2021"
NCT04233151,"Qilu Pharmaceutical Co., Ltd.","January 20, 2020"
NCT04233073,Portola Pharmaceuticals,"December 13, 2019"
NCT04233060,CStone Pharmaceuticals,"January 10, 2020"
NCT04232839,Boehringer Ingelheim,"February 25, 2020"
NCT04232826,Juventas Cell Therapy Ltd.,"January 15, 2020"
NCT04232644,"Vallon Pharmaceuticals, Inc.","May 27, 2019"
NCT04232553,Eli Lilly and Company,"June 22, 2020"
NCT04232514,"Sunshine Lake Pharma Co., Ltd.","July 15, 2020"
NCT04232280,"ModernaTX, Inc.","December 23, 2019"
NCT04231968,Ark Biosciences Inc.,"February 29, 2020"
NCT04231968,"Shanghai Ark Biopharmaceutical Co., Ltd.","February 29, 2020"
NCT04231747,"Juno Therapeutics, a Subsidiary of Celgene","May 22, 2020"
NCT04231513,Eisai Inc.,"December 16, 2019"
NCT04231448,"Chipscreen Biosciences, Ltd.","May 21, 2020"
NCT04231318,"Anika Therapeutics, Inc.","September 11, 2020"
NCT04231292,Shengzhen Sciprogen Bio-pharmaceutical Co. Ltd,"March 1, 2020"
NCT04231136,HK inno.N Corporation,"January 14, 2020"
NCT04230473,Juventas Cell Therapy Ltd.,"March 13, 2020"
NCT04230265,Cellex Patient Treatment GmbH,"January 28, 2020"
NCT04230265,PHARMALOG Institut für klinische Forschung GmbH,"January 28, 2020"
NCT04230252,"Janssen Korea, Ltd., Korea","January 7, 2020"
NCT04230213,Pfizer,"January 13, 2020"
NCT04230083,Laboratorios Andromaco S.A.,"December 7, 2019"
NCT04230070,Laboratorios Andromaco S.A.,"October 24, 2020"
NCT04229979,Sellas Life Sciences Group,February 2020
NCT04229927,"Hyundai Pharmaceutical Co., LTD.","February 27, 2020"
NCT04229901,Promethera Biosciences,"January 21, 2020"
NCT04229706,"Tasly Pharmaceuticals, Inc.","December 31, 2019"
NCT04229615,"Jiangsu HengRui Medicine Co., Ltd.","June 2, 2020"
NCT04229537,Sinocelltech Ltd.,"March 1, 2020"
NCT04229433,"Jiangsu HengRui Medicine Co., Ltd.",August 2020
NCT04229303,Zambon SpA,"February 11, 2020"
NCT04229225,"Unity Biotechnology, Inc.","January 23, 2020"
NCT04229030,Raziel Therapeutics Ltd.,"August 1, 2020"
NCT04228926,Zhaoke (Guangzhou) Ophthalmology Pharmaceutical Ltd.,"July 28, 2020"
NCT04228783,Janssen Vaccines & Prevention B.V.,"February 18, 2020"
NCT04228445,Prove pharm,"February 1, 2020"
NCT04228406,Fujian Cosunter Pharmaceutical Co. Ltd,"July 1, 2019"
NCT04228354,Novo Nordisk A/S,"January 29, 2020"
NCT04228302,EicOsis Human Health Inc.,"December 9, 2019"
NCT04228302,National Institute of Neurological Disorders and Stroke (NINDS),"December 9, 2019"
NCT04227847,Seagen Inc.,"August 7, 2020"
NCT04227470,Harbour BioMed (Guangzhou) Co. Ltd.,"March 31, 2020"
NCT04227366,Biocad,"November 19, 2019"
NCT04227275,Tmunity Therapeutics,"November 22, 2019"
NCT04227210,"Meissa Vaccines, Inc.","January 14, 2020"
NCT04227106,"Abeona Therapeutics, Inc","January 10, 2020"
NCT04226833,Hoffmann-La Roche,"February 11, 2020"
NCT04226274,Reneo Pharma Ltd,"December 10, 2019"
NCT04226170,"DAS-MG, Inc","September 30, 2020"
NCT04226105,Geropharm,"January 20, 2020"
NCT04225936,Bristol-Myers Squibb,"January 15, 2020"
NCT04225923,Nobelpharma,"June 1, 2020"
NCT04225897,ReViral Ltd,"November 13, 2019"
NCT04225871,Ra Pharmaceuticals,"December 23, 2019"
NCT04225715,Hoffmann-La Roche,"July 5, 2020"
NCT04225676,Novartis Pharmaceuticals,"October 19, 2020"
NCT04225676,Novartis,"October 19, 2020"
NCT04225260,Q-Med AB,"January 27, 2020"
NCT04225208,Dizal Pharmaceuticals,"January 6, 2020"
NCT04225195,"CSPC ZhongQi Pharmaceutical Technology Co., Ltd.",January 2020
NCT04225156,argenx,"June 2, 2020"
NCT04225052,Yuhan Corporation,"December 19, 2019"
NCT04225052,Chonbuk National University Hospital,"December 19, 2019"
NCT04225026,"Galera Therapeutics, Inc.","December 19, 2019"
NCT04224857,Applied Molecular Transport,"April 1, 2019"
NCT04224688,UCB Biopharma SRL,"June 3, 2020"
NCT04224688,UCB Pharma,"June 3, 2020"
NCT04224493,"Epizyme, Inc.","December 19, 2019"
NCT04224272,Zymeworks Inc.,"June 10, 2020"
NCT04224194,Alvotech Swiss AG,"November 4, 2019"
NCT04223960,"EA Pharma Co., Ltd.","January 9, 2020"
NCT04223960,Eisai Inc.,"January 9, 2020"
NCT04223895,Chong Kun Dang Pharmaceutical,"February 1, 2020"
NCT04223804,AbbVie,"January 30, 2020"
NCT04223791,Merck Sharp & Dohme Corp.,"February 18, 2020"
NCT04223778,Merck Sharp & Dohme Corp.,"February 18, 2020"
NCT04223752,Merck Sharp & Dohme Corp.,"April 17, 2020"
NCT04223635,"Daiichi Sankyo, Inc.","December 20, 2019"
NCT04223349,"Janssen Research & Development, LLC","January 10, 2020"
NCT04223193,"Cerevel Therapeutics, LLC","January 6, 2020"
NCT04222972,Blueprint Medicines Corporation,"July 24, 2020"
NCT04222842,AnewPharma,"December 18, 2019"
NCT04222647,Dr. August Wolff GmbH & Co. KG Arzneimittel,"January 27, 2020"
NCT04222647,proDERM Institut für Angewandte Dermatologische Forschung GmbH,"January 27, 2020"
NCT04222647,Bremer Pharmacovigilance Service GmbH,"January 27, 2020"
NCT04222114,"LintonPharm Co.,Ltd.","October 6, 2020"
NCT04221945,Merck Sharp & Dohme Corp.,"May 12, 2020"
NCT04221945,European Network for Gynaecological Oncological Trial Groups,"May 12, 2020"
NCT04221945,Gynecologic Oncology Group,"May 12, 2020"
NCT04221906,Boston Pharmaceuticals,"January 6, 2020"
NCT04221542,Amgen,"March 4, 2020"
NCT04221477,Hoffmann-La Roche,"July 30, 2020"
NCT04221451,"Genzyme, a Sanofi Company","June 29, 2020"
NCT04221451,Sanofi,"June 29, 2020"
NCT04221399,Daewoong Pharmaceutical Co. LTD.,January 2020
NCT04221360,Chong Kun Dang Pharmaceutical,"January 29, 2020"
NCT04221321,HK inno.N Corporation,"January 7, 2020"
NCT04221230,"BlackThorn Therapeutics, Inc.","December 14, 2019"
NCT04221217,"Mochida Pharmaceutical Company, Ltd.","February 14, 2020"
NCT04221204,"3D Medicines (Sichuan) Co., Ltd.","September 1, 2019"
NCT04220866,Merck Sharp & Dohme Corp.,"March 4, 2020"
NCT04220801,"Shanghai Zhimeng Biopharma, Inc.","February 25, 2020"
NCT04220307,Akeso,"February 10, 2020"
NCT04220307,"Akeso Pharmaceuticals, Inc.","February 10, 2020"
NCT04219865,"Nanjing Yoko Biomedical Co., Ltd.","May 30, 2019"
NCT04219826,Cytokinetics,"January 10, 2020"
NCT04218851,Merck Sharp & Dohme Corp.,"July 2, 2020"
NCT04218734,"CSPC ZhongQi Pharmaceutical Technology Co., Ltd.",January 2020
NCT04218552,Addpharma Inc.,"January 28, 2020"
NCT04218513,"Nanjing Yoko Biomedical Co., Ltd.","May 7, 2019"
NCT04218266,Bayer,"January 30, 2020"
NCT04218162,IlDong Pharmaceutical Co Ltd,"March 1, 2020"
NCT04218110,"Professional Disposables International, Inc.","February 11, 2020"
NCT04218084,Global Blood Therapeutics,"February 3, 2020"
NCT04218071,Actuate Therapeutics Inc.,"August 20, 2020"
NCT04218071,Developmental Therapeutics Consortium,"August 20, 2020"
NCT04217993,"Suzhou Zelgen Biopharmaceuticals Co.,Ltd","December 18, 2019"
NCT04217720,"Sensei Biotherapeutics, Inc.","April 1, 2020"
NCT04217629,"Suzhou Yabao Pharmaceutical R&D Co., Ltd.","April 26, 2019"
NCT04217590,AstraZeneca,"November 16, 2020"
NCT04217473,TILT Biotherapeutics Ltd.,"February 26, 2020"
NCT04217291,"Suzhou Yabao Pharmaceutical R&D Co., Ltd.","December 1, 2019"
NCT04215991,Shionogi,"February 19, 2020"
NCT04215991,Shionogi Inc.,"February 19, 2020"
NCT04215978,BeiGene,"January 30, 2020"
NCT04215809,Ascentage Pharma Group Inc.,"March 2, 2020"
NCT04215653,Sihuan Pharmaceutical Holdings Group Ltd.,"January 20, 2020"
NCT04215393,"Chengdu Kanghong Biotech Co., Ltd.","July 18, 2019"
NCT04215146,Oncolytics Biotech,"June 10, 2020"
NCT04215146,"PrECOG, LLC.","June 10, 2020"
NCT04215120,Cadila Healthcare Limited,"December 12, 2019"
NCT04214860,Aprea Therapeutics,"December 13, 2019"
NCT04214808,Addpharma Inc.,"January 3, 2020"
NCT04214691,"Janssen Korea, Ltd., Korea","December 17, 2019"
NCT04214652,"Bausch Health Americas, Inc.","January 27, 2020"
NCT04214639,"Bausch Health Americas, Inc.","January 17, 2020"
NCT04214288,AstraZeneca,"April 22, 2020"
NCT04214093,AstraZeneca,"December 16, 2019"
NCT04213274,"R-Pharm Overseas, Inc.","May 1, 2020"
NCT04213274,Worldwide Clinical Trials,"May 1, 2020"
NCT04213274,R-Pharm,"May 1, 2020"
NCT04213261,"Fibrocell Technologies, Inc.","June 9, 2020"
NCT04213196,"Sichuan Haisco Pharmaceutical Group Co., Ltd","December 30, 2019"
NCT04213196,"Second Affiliated Hospital, School of Medicine, Zhejiang University","December 30, 2019"
NCT04213196,"Haisco Pharmaceutical Group Co., Ltd.","December 30, 2019"
NCT04213105,"Qilu Pharmaceutical Co., Ltd.","October 31, 2019"
NCT04212169,AstraZeneca,"December 9, 2019"
NCT04212000,Cortendo AB,"December 16, 2019"
NCT04211922,"Suzhou Zelgen Biopharmaceuticals Co.,Ltd","January 20, 2020"
NCT04211909,Gilead Sciences,"January 3, 2020"
NCT04211831,Urovant Sciences GmbH,"December 16, 2019"
NCT04211714,"Elixirgen Therapeutics, Inc.","September 1, 2020"
NCT04211558,Celgene,"August 12, 2020"
NCT04211545,Celgene,"October 21, 2019"
NCT04211415,"Daiichi Sankyo Co., Ltd.","January 13, 2020"
NCT04211415,"Daiichi Sankyo, Inc.","January 13, 2020"
NCT04211389,"Arcutis Biotherapeutics, Inc.","December 17, 2019"
NCT04211363,"Arcutis Biotherapeutics, Inc.","December 20, 2019"
NCT04211337,Eli Lilly and Company,"February 11, 2020"
NCT04211337,"Loxo Oncology, Inc. a wholly owned subsidiary of Eli Lilly and Company","February 11, 2020"
NCT04211272,Actelion,"January 14, 2020"
NCT04210843,Novartis Pharmaceuticals,"April 8, 2020"
NCT04210843,Novartis,"April 8, 2020"
NCT04210375,Salubris Biotherapeutics Inc,"September 21, 2020"
NCT04210349,"Sanofi Pasteur, a Sanofi Company","January 9, 2020"
NCT04210349,Sanofi,"January 9, 2020"
NCT04210245,"NGM Biopharmaceuticals, Inc","March 23, 2020"
NCT04210219,"Janssen Research & Development, LLC","July 2, 2020"
NCT04210115,Merck Sharp & Dohme Corp.,"February 28, 2020"
NCT04209855,"ImmunoGen, Inc.","December 31, 2019"
NCT04209855,Gynecologic Oncology Group,"December 31, 2019"
NCT04209712,"Shanghai iCELL Biotechnology Co., Ltd, Shanghai, China","January 1, 2020"
NCT04209712,Hebei Yanda Ludaopei Hospital,"January 1, 2020"
NCT04209699,Bristol-Myers Squibb,"December 27, 2019"
NCT04209205,Novartis Pharmaceuticals,"January 29, 2020"
NCT04209205,Novartis,"January 29, 2020"
NCT04209049,Novo Nordisk A/S,"January 15, 2020"
NCT04208646,Cellular Biomedicine Group Ltd.,"May 16, 2020"
NCT04208646,RenJi Hospital,"May 16, 2020"
NCT04208646,Shanghai 6th People's Hospital,"May 16, 2020"
NCT04208646,"Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine","May 16, 2020"
NCT04208646,"Second Affiliated Hospital, School of Medicine, Zhejiang University","May 16, 2020"
NCT04208646,China-Japan Friendship Hospital,"May 16, 2020"
NCT04208646,Huashan Hospital,"May 16, 2020"
NCT04208646,Shanghai Ninth People's Hospital Affiliated to Shanghai Jiao Tong University,"May 16, 2020"
NCT04208412,"KalVista Pharmaceuticals, Ltd.","July 2, 2019"
NCT04208399,Janssen Sciences Ireland UC,"January 9, 2020"
NCT04208386,Janssen Sciences Ireland UC,"January 8, 2020"
NCT04208373,"Janssen Research & Development, LLC","December 20, 2019"
NCT04208178,Novartis Pharmaceuticals,"July 16, 2020"
NCT04208178,Novartis,"July 16, 2020"
NCT04208061,"Janssen Research & Development, LLC","December 18, 2019"
NCT04207983,Eyevensys,"February 3, 2020"
NCT04207801,Aurigene Discovery Technologies Limited,"January 21, 2020"
NCT04207736,"Aldeyra Therapeutics, Inc.","December 5, 2019"
NCT04207463,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd.","June 3, 2020"
NCT04206605,Shire,"May 4, 2020"
NCT04206605,Takeda,"May 4, 2020"
NCT04206007,"Meridigen Biotech Co., Ltd.","June 11, 2020"
NCT04205851,Kinevant Sciences GmbH,"November 12, 2019"
NCT04205643,Celltrion,"September 2, 2020"
NCT04205630,Byondis B.V.,"May 28, 2020"
NCT04205019,Neuroplast,"November 11, 2020"
NCT04204941,"Epizyme, Inc.","December 19, 2019"
NCT04204902,"Merck Healthcare KGaA, Darmstadt, Germany, an affiliate of Merck KGaA, Darmstadt, Germany","October 17, 2019"
NCT04204629,Hanmi Pharmaceutical Company Limited,"January 13, 2020"
NCT04204616,Galderma R&D,"December 15, 2020"
NCT04204473,"TYK Medicines, Inc","May 7, 2020"
NCT04204408,Novo Nordisk A/S,"January 10, 2020"
NCT04204252,"Kamada, Ltd.","November 25, 2019"
NCT04204252,Syneos Health,"November 25, 2019"
NCT04204161,Shenzhen BinDeBio Ltd.,"October 8, 2019"
NCT04204161,Xiangya Hospital of Central South University,"October 8, 2019"
NCT04204057,Rhizen Pharmaceuticals SA,"November 28, 2019"
NCT04203901,CoImmune,"July 22, 2020"
NCT04203862,Nobelpharma,"November 19, 2019"
NCT04203836,LEO Pharma,"January 9, 2020"
NCT04203719,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd.","May 9, 2020"
NCT04203498,GW Pharmaceuticals Ltd.,"October 1, 2020"
NCT04203485,"Jiangsu HengRui Medicine Co., Ltd.","June 15, 2020"
NCT04202965,"Protagonist Therapeutics, Inc.","March 19, 2020"
NCT04202705,Byondis B.V.,"February 28, 2020"
NCT04202497,Takeda,"December 18, 2019"
NCT04202354,Arrowhead Pharmaceuticals,"March 3, 2020"
NCT04201275,"Sunshine Lake Pharma Co., Ltd.","December 18, 2019"
NCT04201262,Alexion Pharmaceuticals,"December 13, 2019"
NCT04201093,"Cerevel Therapeutics, LLC","December 13, 2019"
NCT04201080,Trevena Inc.,"November 5, 2019"
NCT04200963,Ikena Oncology,"December 18, 2019"
NCT04200950,Dascena,July 2020
NCT04200573,Theravance Biopharma,"January 13, 2020"
NCT04200456,UCB Biopharma SRL,"January 31, 2020"
NCT04200456,UCB Pharma,"January 31, 2020"
NCT04200352,"Teva Branded Pharmaceutical Products R&D, Inc.","February 4, 2020"
NCT04200352,Teva Pharmaceutical Industries,"February 4, 2020"
NCT04200261,Sihuan Pharmaceutical Holdings Group Ltd.,"December 16, 2019"
NCT04200248,Ribomic USA Inc,"December 2, 2019"
NCT04200235,"Jiangsu HengRui Medicine Co., Ltd.","January 6, 2020"
NCT04199689,Merck Sharp & Dohme Corp.,"February 27, 2020"
NCT04199351,Amgen,"December 13, 2019"
NCT04199169,Auro Vaccines LLC,"February 18, 2020"
NCT04199169,PATH,"February 18, 2020"
NCT04199169,Coalition for Epidemic Preparedness Initiative (CEPI),"February 18, 2020"
NCT04199169,Cincinnati Children's Hospital Medical Center (CCHMC),"February 18, 2020"
NCT04198636,Luye Pharma Group Ltd.,"December 16, 2019"
NCT04198636,"Shang Dong Boan Biotechnology Co., Ltd (Co-sponsor)","December 16, 2019"
NCT04198558,AstraZeneca,"November 29, 2019"
NCT04198363,Takeda,"April 30, 2020"
NCT04197999,GlycoMimetics Incorporated,"November 21, 2019"
NCT04197986,"QED Therapeutics, Inc.","March 11, 2020"
NCT04197778,"Jiangsu HengRui Medicine Co., Ltd.",December 2019
NCT04197661,"Sichuan Haisco Pharmaceutical Group Co., Ltd","December 25, 2019"
NCT04197661,First Hospital of Jilin University,"December 25, 2019"
NCT04197661,"Haisco Pharmaceutical Group Co., Ltd.","December 25, 2019"
NCT04197479,"Madrigal Pharmaceuticals, Inc.","December 16, 2019"
NCT04197323,"CSPC ZhongQi Pharmaceutical Technology Co., Ltd.","October 1, 2019"
NCT04196491,Celgene,"May 27, 2020"
NCT04196257,"Bio-Path Holdings, Inc.",October 2020
NCT04196179,Angion Biomedica Corp,"December 17, 2019"
NCT04195919,"Dong-A ST Co., Ltd.","December 20, 2019"
NCT04195750,Merck Sharp & Dohme Corp.,"February 27, 2020"
NCT04195698,AbbVie,"January 15, 2020"
NCT04195269,Pure Green,"April 20, 2020"
NCT04194944,Eli Lilly and Company,"February 17, 2020"
NCT04194944,"Loxo Oncology, Inc. a wholly owned subsidiary of Eli Lilly and Company","February 17, 2020"
NCT04194905,Laboratorios Andromaco S.A.,"November 21, 2020"
NCT04194775,CStone Pharmaceuticals,"December 13, 2019"
NCT04194645,Boehringer Ingelheim,"January 9, 2020"
NCT04194242,"Sunshine Lake Pharma Co., Ltd.","January 3, 2020"
NCT04194203,Hoffmann-La Roche,"April 9, 2020"
NCT04193904,4D pharma plc,"December 20, 2019"
NCT04193852,Laboratorios Andromaco S.A.,"November 9, 2019"
NCT04193631,Pure Green,"December 7, 2019"
NCT04193436,Pfizer,"January 21, 2020"
NCT04193319,"Jiangsu HengRui Medicine Co., Ltd.","July 19, 2019"
NCT04193319,Hunan Cancer Hospital,"July 19, 2019"
NCT04193215,Merck Sharp & Dohme Corp.,"September 12, 2020"
NCT04193202,Merck Sharp & Dohme Corp.,"May 21, 2020"
NCT04193176,Merck Sharp & Dohme Corp.,"May 10, 2020"
NCT04193046,"Janssen Research & Development, LLC","December 16, 2019"
NCT04192500,Osivax S.A.S,"December 11, 2019"
NCT04192500,"Centre for vaccinology (CEVAC), University of Ghent","December 11, 2019"
NCT04192344,"Abbisko Therapeutics Co, Ltd","January 20, 2020"
NCT04192214,Berlin Cures GmbH,"March 28, 2019"
NCT04191941,Timmune Biotech Inc.,"September 1, 2019"
NCT04191941,Hunan Provincial People's Hospital,"September 1, 2019"
NCT04191616,Amgen,"August 6, 2020"
NCT04191577,"Cerevance Beta, Inc.","December 2, 2019"
NCT04191486,"FUJIFILM Toyama Chemical Co., Ltd.","December 24, 2019"
NCT04191447,EMS,September 2020
NCT04191434,EMS,September 2020
NCT04191382,Sanofi,"February 4, 2020"
NCT04191304,AstraZeneca,"July 20, 2020"
NCT04191148,Locus Biosciences,"December 30, 2019"
NCT04191096,Merck Sharp & Dohme Corp.,"February 12, 2020"
NCT04190823,RemeGen,"March 15, 2020"
NCT04190693,Imcyse SA,"February 14, 2019"
NCT04190654,"Kyowa Kirin Pharmaceutical Development, Inc.","November 26, 2019"
NCT04190628,"ABM Therapeutics, Inc.","June 16, 2020"
NCT04189705,"Korea Otsuka Pharmaceutical Co., Ltd.","December 31, 2019"
NCT04189588,TerSera Therapeutics LLC,"March 24, 2020"
NCT04189445,"Taiho Oncology, Inc.","July 1, 2020"
NCT04189276,"Tasly Tianjin Biopharmaceutical Co., Ltd.","December 10, 2019"
NCT04188548,Eli Lilly and Company,"December 10, 2019"
NCT04188509,Global Blood Therapeutics,"November 18, 2019"
NCT04188379,argenx,"December 16, 2019"
NCT04188262,Alucent Biomedical,February 2020
NCT04188223,PT Bio Farma,"December 3, 2019"
NCT04188197,"Rose Research Center, LLC","August 26, 2019"
NCT04188197,Foundation for a Smoke-Free World,"August 26, 2019"
NCT04187898,"Spectrum Pharmaceuticals, Inc","March 11, 2020"
NCT04187560,LB Pharmaceuticals Inc.,"January 22, 2020"
NCT04187547,Cerecin,"January 31, 2021"
NCT04187495,"Maxinovel Pty., Ltd.","April 16, 2019"
NCT04187352,CStone Pharmaceuticals,"December 19, 2019"
NCT04187339,"NGM Biopharmaceuticals, Inc","February 13, 2020"
NCT04187300,Novo Nordisk A/S,"December 16, 2019"
NCT04187144,GlaxoSmithKline,"April 23, 2020"
NCT04186936,McNeil AB,"December 5, 2019"
NCT04186936,Johnson & Johnson Consumer and Personal Products Worldwide,"December 5, 2019"
NCT04186871,Bristol-Myers Squibb,"January 7, 2020"
NCT04186663,"Advantage Silver Dental Arrest, LLC","September 15, 2019"
NCT04186663,"University of California, San Francisco","September 15, 2019"
NCT04186637,"Alpine Immune Sciences, Inc.","June 2, 2020"
NCT04186559,"Silk Road Therapies, Inc.",February 2020
NCT04186442,Hugel,"October 28, 2019"
NCT04186156,Karus Therapeutics Limited,"March 5, 2020"
NCT04186156,"University College, London","March 5, 2020"
NCT04186052,"PersonGen BioTherapeutics (Suzhou) Co., Ltd.","March 8, 2019"
NCT04186052,Second Affiliated Hospital of Suzhou University,"March 8, 2019"
NCT04185883,Amgen,"December 17, 2019"
NCT04185805,Daewoong Pharmaceutical Co. LTD.,"December 14, 2019"
NCT04185545,PT Bio Farma,"October 30, 2020"
NCT04185441,EMS,October 2020
NCT04185415,UCB Biopharma SRL,"December 3, 2019"
NCT04185415,UCB Pharma,"December 3, 2019"
NCT04185363,"Mirum Pharmaceuticals, Inc.","January 8, 2020"
NCT04185090,IlDong Pharmaceutical Co Ltd,February 2020
NCT04185051,"Janssen Research & Development, LLC","December 17, 2019"
NCT04184895,"Astellas Pharma Global Development, Inc.","October 7, 2020"
NCT04184895,Astellas Pharma Inc,"October 7, 2020"
NCT04184882,Astellas Pharma Inc,"November 12, 2020"
NCT04184622,Eli Lilly and Company,"December 4, 2019"
NCT04184115,"Repurposed Therapeutics, Inc.","June 9, 2019"
NCT04184063,EmeraMed,"September 16, 2019"
NCT04183790,Vertex Pharmaceuticals Incorporated,"February 17, 2020"
NCT04183764,"Maxinovel Pty., Ltd.","November 28, 2019"
NCT04183686,Idorsia Pharmaceuticals Ltd.,"November 25, 2019"
NCT04183517,Pharmaxis,"December 20, 2019"
NCT04183283,Eli Lilly and Company,"December 12, 2019"
NCT04183166,Transgene,"December 12, 2019"
NCT04182958,"Otsuka Pharmaceutical Co., Ltd.",December 2019
NCT04182932,HK inno.N Corporation,"December 2, 2019"
NCT04182880,Cali Pharmaceuticals LLC,"January 6, 2020"
NCT04182516,Nerviano Medical Sciences,"November 25, 2019"
NCT04182490,"Lumen Bioscience, Inc.",February 2021
NCT04182490,Naval Medical Research Center,February 2021
NCT04182490,"Pharmaron CPC, Inc.",February 2021
NCT04182490,"University of Maryland, College Park",February 2021
NCT04182204,Hoffmann-La Roche,"February 7, 2020"
NCT04182100,PharmaEssentia Japan K.K.,"December 20, 2019"
NCT04181827,"Janssen Research & Development, LLC","June 12, 2020"
NCT04181788,Pfizer,"March 18, 2020"
NCT04181762,Novartis Pharmaceuticals,"July 7, 2020"
NCT04181762,Novartis,"July 7, 2020"
NCT04181723,ACADIA Pharmaceuticals Inc.,"November 6, 2019"
NCT04181593,OmegaD LLC,"November 18, 2019"
NCT04181437,Navipharm Corporation,"May 1, 2020"
NCT04180982,"Jiangsu HengRui Medicine Co., Ltd.","December 3, 2019"
NCT04180163,Shire,"December 12, 2019"
NCT04180163,Takeda,"December 12, 2019"
NCT04180150,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd.","November 18, 2019"
NCT04179864,"Epizyme, Inc.","September 26, 2019"
NCT04179669,Innovent Biologics (Suzhou) Co. Ltd.,"December 20, 2019"
NCT04179643,"Asklepios Biopharmaceutical, Inc.","November 20, 2019"
NCT04179630,"NGM Biopharmaceuticals, Inc","November 8, 2019"
NCT04179513,"Genor Biopharma Co., Ltd.","August 15, 2019"
NCT04179474,Allergan,"September 26, 2019"
NCT04179396,"Clovis Oncology, Inc.","December 5, 2019"
NCT04179175,Novartis Pharmaceuticals,"March 18, 2020"
NCT04179175,Novartis,"March 18, 2020"
NCT04179032,GlaxoSmithKline,"November 28, 2019"
NCT04178967,Eli Lilly and Company,"October 29, 2019"
NCT04178967,"Dermira, Inc. a wholly owned subsidiary of Eli Lilly and Company","October 29, 2019"
NCT04178902,AbbVie,"April 3, 2020"
NCT04178733,Eli Lilly and Company,"January 10, 2020"
NCT04178577,Spero Therapeutics,"December 6, 2019"
NCT04178460,"Zai Lab (Shanghai) Co., Ltd.","February 3, 2020"
NCT04178447,Zealand Pharma,"December 10, 2019"
NCT04177823,GlaxoSmithKline,"December 9, 2019"
NCT04177290,Innovent Biologics (Suzhou) Co. Ltd.,"April 2, 2020"
NCT04177108,Hoffmann-La Roche,"November 25, 2019"
NCT04176991,"Larimar Therapeutics, Inc.","December 11, 2019"
NCT04176991,"Veristat, Inc.","December 11, 2019"
NCT04176991,"Metrum Research Group, LLC","December 11, 2019"
NCT04176757,Zeno Alpha Inc.,"January 3, 2020"
NCT04176588,Everstar Therapeutics Limited,"September 10, 2019"
NCT04176536,Boehringer Ingelheim,"December 10, 2019"
NCT04176393,CStone Pharmaceuticals,"November 12, 2019"
NCT04176380,Rapa Therapeutics LLC,"October 30, 2020"
NCT04176380,Medical College of Wisconsin,"October 30, 2020"
NCT04176367,Pfizer,"December 17, 2019"
NCT04176224,Mitsubishi Tanabe Pharma Corporation,"April 17, 2019"
NCT04176198,"Sumitomo Dainippon Pharma Oncology, Inc","December 16, 2019"
NCT04176185,ALK-Abelló A/S,"November 4, 2019"
NCT04176120,Tissue Tech Inc.,"July 1, 2020"
NCT04176016,"OncoTherapy Science, Inc.","January 10, 2020"
NCT04175925,Bristol-Myers Squibb,"November 14, 2019"
NCT04175847,RemeGen,"April 14, 2020"
NCT04175808,Amgen,"November 14, 2019"
NCT04175704,United BioPharma,"December 30, 2021"
NCT04175613,Amgen,"December 20, 2019"
NCT04175600,Actelion,"January 16, 2020"
NCT04175522,Green Cross Corporation,"November 20, 2019"
NCT04174677,Viela Bio,"December 27, 2019"
NCT04174170,"Otsuka Pharmaceutical Development & Commercialization, Inc.","October 30, 2019"
NCT04173793,Akeso,"November 30, 2019"
NCT04173793,"AD Pharmaceuticals Co., Ltd. (Guangzhou)","November 30, 2019"
NCT04173637,Akeso,"November 30, 2019"
NCT04173637,"Akeso Tiancheng, Inc","November 30, 2019"
NCT04173611,"Pacira Pharmaceuticals, Inc","June 8, 2020"
NCT04173494,"Sierra Oncology, Inc.","November 20, 2019"
NCT04173403,Akeso,"November 30, 2019"
NCT04173403,AD Pharma (Guangdong),"November 30, 2019"
NCT04173065,"Viking Therapeutics, Inc.","November 15, 2019"
